0,0
-25,0
-50,0
-75,0
-100,0
-125,0
-150,0
-175,0
-12.5,-21
-37.5,-21
-62.5,-21
-87.5,-21
-112.5,-21
-137.5,-21
-162.5,-21
-187.5,-21
0,250
-25,250
-50,250
-75,250
-100,250
-125,250
-150,250
-175,250
-12.5,229
-37.5,229
-62.5,229
-87.5,229
-112.5,229
-137.5,229
-162.5,229
-187.5,229
